key,original,translate,needCheck
stats/desecrated/desecrated.stat_2907381231/Notable Passive Skills in Radius also grant #% increased Glory generation for Banner Skills,Notable Passive Skills in Radius also grant #% increased Glory generation for Banner Skills,範圍內核心天賦也會賦予 旗幟技能增加#%生成的榮耀,
stats/desecrated/desecrated.stat_2910761524/#% chance for Spell Skills to fire 2 additional Projectiles,#% chance for Spell Skills to fire 2 additional Projectiles,法術技能有#%機率發射額外2個投射物,
stats/desecrated/desecrated.stat_2912416697/Notable Passive Skills in Radius also grant #% increased Blind Effect,Notable Passive Skills in Radius also grant #% increased Blind Effect,範圍內核心天賦也會賦予 增加#%致盲效果,
stats/desecrated/desecrated.stat_2923486259/#% to Chaos Resistance,#% to Chaos Resistance,#%混沌抗性,
stats/desecrated/desecrated.stat_293638271/#% increased chance to Shock,#% increased chance to Shock,增加#%感電機率,
stats/desecrated/desecrated.stat_2942439603/Skills have #% chance to not remove Charges but still count as consuming them,Skills have #% chance to not remove Charges but still count as consuming them,技能有#%的機率不會移除能量球，但依然會視為將其消耗,
stats/desecrated/desecrated.stat_2949706590/Area contains # additional packs of Iron Guards,Area contains # additional packs of Iron Guards,區域含有額外#群鍛鐵守衛,
stats/desecrated/desecrated.stat_2954360902/Small Passive Skills in Radius also grant Minions deal #% increased Damage,Small Passive Skills in Radius also grant Minions deal #% increased Damage,範圍內小型天賦也會賦予 增加#%召喚物造成的傷害,
stats/desecrated/desecrated.stat_2957407601/Offering Skills have #% increased Duration,Offering Skills have #% increased Duration,奉獻技能增加#%持續時間,
stats/desecrated/desecrated.stat_2968503605/#% increased Flammability Magnitude,#% increased Flammability Magnitude,增加#%易燃幅度,
stats/desecrated/desecrated.stat_2969557004/Notable Passive Skills in Radius also grant Gain # Rage on Melee Hit,Notable Passive Skills in Radius also grant Gain # Rage on Melee Hit,範圍內核心天賦也會賦予 近戰擊中時，獲得#層盛怒,
stats/desecrated/desecrated.stat_2974417149/#% increased Spell Damage,#% increased Spell Damage,增加#%法術傷害,
stats/desecrated/desecrated.stat_2975078312/Abyssal Monsters grant #% increased Experience,Abyssal Monsters grant #% increased Experience,增加#%深淵怪物賦予的經驗,
stats/desecrated/desecrated.stat_2976476845/Notable Passive Skills in Radius also grant #% increased Knockback Distance,Notable Passive Skills in Radius also grant #% increased Knockback Distance,範圍內核心天賦也會賦予 增加#%擊退距離,
stats/desecrated/desecrated.stat_2991045011/Recover #% of Maximum Mana when you expend at least 10 Combo,Recover #% of Maximum Mana when you expend at least 10 Combo,當你消耗至少10連擊時，恢復#%最大魔力,
stats/desecrated/desecrated.stat_299996/#% increased Attack Speed while your Companion is in your Presence,#% increased Attack Speed while your Companion is in your Presence,當你的盟友位於你的存在範圍內時，增加#%攻擊速度,
stats/desecrated/desecrated.stat_3003542304/Projectiles have #% chance for an additional Projectile when Forking,Projectiles have #% chance for an additional Projectile when Forking,投射物分岔時有#%機率發射1個額外投射物,
stats/desecrated/desecrated.stat_300723956/Attack Hits apply Incision,Attack Hits apply Incision,攻擊擊中時會施加切割,
stats/desecrated/desecrated.stat_3007552094/You have Unholy Might,You have Unholy Might,你具有不潔之力,
stats/desecrated/desecrated.stat_3015669065/Gain #% of Damage as Extra Fire Damage,Gain #% of Damage as Extra Fire Damage,獲得等同於傷害#%的額外火焰傷害,
stats/desecrated/desecrated.stat_3028809864/#% increased Melee Damage if you've dealt a Projectile Attack Hit in the past eight seconds,#% increased Melee Damage if you've dealt a Projectile Attack Hit in the past eight seconds,如果你在過去8秒內以投射物攻擊擊中，增加#%近戰傷害,
stats/desecrated/desecrated.stat_3032590688/Adds # to # Physical Damage to Attacks,Adds # to # Physical Damage to Attacks,攻擊附加#至#物理傷害,
stats/desecrated/desecrated.stat_3033371881/Gain Deflection Rating equal to #% of Evasion Rating,Gain Deflection Rating equal to #% of Evasion Rating,獲得等同#%閃避值的偏斜值,
stats/desecrated/desecrated.stat_3037553757/#% increased Warcry Buff Effect,#% increased Warcry Buff Effect,增加#%戰吼增益效果,
stats/desecrated/desecrated.stat_3038857426/Conquered Small Passive Skills also grant #% increased Spell damage,Conquered Small Passive Skills also grant #% increased Spell damage,被征服的小型天賦也會賦予增加#%法術傷害,
stats/desecrated/desecrated.stat_3040571529/#% increased Deflection Rating,#% increased Deflection Rating,增加#%偏斜值,
stats/desecrated/desecrated.stat_30438393/Small Passive Skills in Radius also grant Minions have #% additional Physical Damage Reduction,Small Passive Skills in Radius also grant Minions have #% additional Physical Damage Reduction,範圍內小型天賦也會賦予 召喚物有#%額外物理傷害減免,
stats/desecrated/desecrated.stat_3057012405/Allies in your Presence have #% increased Critical Damage Bonus,Allies in your Presence have #% increased Critical Damage Bonus,處於你存在範圍中的友方增加#%暴擊傷害加成,
stats/desecrated/desecrated.stat_3065378291/Small Passive Skills in Radius also grant Herald Skills deal #% increased Damage,Small Passive Skills in Radius also grant Herald Skills deal #% increased Damage,範圍內小型天賦也會賦予 增加#%捷光環技能造成的傷害,
stats/desecrated/desecrated.stat_3067892458/Triggered Spells deal #% increased Spell Damage,Triggered Spells deal #% increased Spell Damage,觸發法術增加#%造成的法術傷害,
stats/desecrated/desecrated.stat_3088348485/Small Passive Skills in Radius also grant #% increased Charm Effect Duration,Small Passive Skills in Radius also grant #% increased Charm Effect Duration,範圍內小型天賦也會賦予 增加#%護符效果持續時間,
stats/desecrated/desecrated.stat_3091578504/Minions have #% increased Attack and Cast Speed,Minions have #% increased Attack and Cast Speed,召喚物增加#%攻擊和施放速度,
stats/desecrated/desecrated.stat_3106718406/Notable Passive Skills in Radius also grant Minions have #% increased Attack and Cast Speed,Notable Passive Skills in Radius also grant Minions have #% increased Attack and Cast Speed,範圍內核心天賦也會賦予 召喚物增加#%攻擊和施放速度,
stats/desecrated/desecrated.stat_3107707789/#% increased Movement Speed while Sprinting,#% increased Movement Speed while Sprinting,衝刺時增加#%移動速度,
stats/desecrated/desecrated.stat_310945763/#% increased Life Cost Efficiency,#% increased Life Cost Efficiency,增加#%生命消耗效率,
stats/desecrated/desecrated.stat_3113764475/Notable Passive Skills in Radius also grant #% increased Skill Effect Duration,Notable Passive Skills in Radius also grant #% increased Skill Effect Duration,範圍內核心天賦也會賦予 增加#%技能效果持續時間,
stats/desecrated/desecrated.stat_311641062/#% chance for Flasks you use to not consume Charges,#% chance for Flasks you use to not consume Charges,當你使用藥劑時，有#%機率不消耗充能,
stats/desecrated/desecrated.stat_3116427713/Conquered Attribute Passive Skills also grant # to Intelligence,Conquered Attribute Passive Skills also grant # to Intelligence,被征服的能力值天賦也會賦予#智慧,
stats/desecrated/desecrated.stat_3119612865/Minions have #% additional Physical Damage Reduction,Minions have #% additional Physical Damage Reduction,召喚物有#%額外物理傷害減免,
stats/desecrated/desecrated.stat_3131442032/#% increased Grenade Damage,#% increased Grenade Damage,增加#%擲彈傷害,
stats/desecrated/desecrated.stat_3141070085/#% increased Elemental Damage,#% increased Elemental Damage,增加#%元素傷害,
stats/desecrated/desecrated.stat_3143918757/#% increased Glory generation,#% increased Glory generation,增加#%生成的榮耀,
stats/desecrated/desecrated.stat_3146310524/Dazes on Hit,Dazes on Hit,擊中時造成目眩,
stats/desecrated/desecrated.stat_314741699/#% increased Attack Speed while a Rare or Unique Enemy is in your Presence,#% increased Attack Speed while a Rare or Unique Enemy is in your Presence,你的存在範圍內有稀有或傳奇敵人時，增加#%攻擊速度,
stats/desecrated/desecrated.stat_315791320/Aura Skills have #% increased Magnitudes,Aura Skills have #% increased Magnitudes,光環技能增加#%幅度,
stats/desecrated/desecrated.stat_3161573445/Regenerate #% of maximum Life per Second if you've used a Life Flask in the past 10 seconds,Regenerate #% of maximum Life per Second if you've used a Life Flask in the past 10 seconds,若你在過去10秒內使用生命藥劑，每秒回復#%最大生命,
stats/desecrated/desecrated.stat_3166958180/#% increased Magnitude of Bleeding you inflict,#% increased Magnitude of Bleeding you inflict,增加#%你所施加之流血的幅度,
stats/desecrated/desecrated.stat_3171212276/Notable Passive Skills in Radius also grant #% increased Mana Flask Charges gained,Notable Passive Skills in Radius also grant #% increased Mana Flask Charges gained,範圍內核心天賦也會賦予 增加#%魔力藥劑充能獲取,
stats/desecrated/desecrated.stat_3173882956/Notable Passive Skills in Radius also grant Damaging Ailments deal damage #% faster,Notable Passive Skills in Radius also grant Damaging Ailments deal damage #% faster,範圍內核心天賦也會賦予 傷害型異常狀態造成傷害加速#%,
stats/desecrated/desecrated.stat_3174700878/#% increased Energy Shield from Equipped Focus,#% increased Energy Shield from Equipped Focus,增加#%來自已裝備法器的能量護盾,
stats/desecrated/desecrated.stat_3176481473/#% increased Spell Damage while on Full Energy Shield,#% increased Spell Damage while on Full Energy Shield,滿能量護盾時，增加#%法術傷害,
stats/desecrated/desecrated.stat_318092306/Small Passive Skills in Radius also grant Attack Hits apply Incision,Small Passive Skills in Radius also grant Attack Hits apply Incision,範圍內小型天賦也會賦予 攻擊擊中時會施加切割,
stats/desecrated/desecrated.stat_318953428/#% chance to Blind Enemies on Hit with Attacks,#% chance to Blind Enemies on Hit with Attacks,攻擊擊中有#%機率致盲敵人,
stats/desecrated/desecrated.stat_3190283174/Area has patches of Mana Siphoning Ground,Area has patches of Mana Siphoning Ground,區域中有多個魔力吸收地面,
stats/desecrated/desecrated.stat_3191479793/Offering Skills have #% increased Buff effect,Offering Skills have #% increased Buff effect,增加#%奉獻效果,
stats/desecrated/desecrated.stat_3192728503/#% increased Crossbow Reload Speed,#% increased Crossbow Reload Speed,增加#%十字弓裝填速度,
stats/desecrated/desecrated.stat_3196512240/#% increased Explicit Chaos Modifier magnitudes,#% increased Explicit Chaos Modifier magnitudes,,
stats/desecrated/desecrated.stat_3200877707/Skills have a #% chance to not consume Glory,Skills have a #% chance to not consume Glory,技能有#%機率不消耗榮耀,
stats/desecrated/desecrated.stat_3206904707/#% increased Explicit Cold Modifier magnitudes,#% increased Explicit Cold Modifier magnitudes,,
stats/desecrated/desecrated.stat_321970274/#% of Physical Damage taken as Lightning while your Shield is raised,#% of Physical Damage taken as Lightning while your Shield is raised,當你舉起盾牌時，你承受的#%物理傷害視為閃電傷害,
stats/desecrated/desecrated.stat_3222402650/Small Passive Skills in Radius also grant #% increased Elemental Damage,Small Passive Skills in Radius also grant #% increased Elemental Damage,範圍內小型天賦也會賦予 增加#%元素傷害,
"stats/desecrated/desecrated.stat_3222482040/Monsters have #% chance to steal Power, Frenzy and Endurance charges on Hit","Monsters have #% chance to steal Power, Frenzy and Endurance charges on Hit",怪物擊中時有#%機率偷取暴擊、狂怒和耐力球,
stats/desecrated/desecrated.stat_3225608889/Small Passive Skills in Radius also grant Minions have #% to all Elemental Resistances,Small Passive Skills in Radius also grant Minions have #% to all Elemental Resistances,範圍內小型天賦也會賦予 召喚物#%全部元素抗性,
stats/desecrated/desecrated.stat_323800555/Gain #% of Damage as Extra Lightning Damage with Spells,Gain #% of Damage as Extra Lightning Damage with Spells,法術獲得等同於傷害#%的額外閃電傷害,
